"latitude","longitude"
"48.8838360875376","2.32103102652772"
"48.8923604746739","2.32233832486977"
"48.8894171702141","2.29832110922063"
"48.8882532190734","2.3186872822687"
"48.8849946451188","2.32429694041619"
"48.8784500475747","2.29660997921396"
"48.8806903672827","2.29308805223173"
"48.8854282586413","2.3194548785739"
"48.8789972016176","2.28749136150671"
"48.8863909771539","2.31962611973549"
"48.8910399823651","2.31930945392471"
"48.8873136642038","2.30450130042573"
"48.8877420131025","2.32386024210687"
"48.888061097901","2.30625578797898"
"48.8919403195744","2.30441608626842"
"48.8844305694917","2.31717602211673"
"48.8838711657169","2.28634377773484"
"48.8858509953285","2.31928603445464"
"48.8872568161915","2.29612009717869"
"48.8855281743293","2.31301297632616"
"48.886989150717","2.32008117544766"
"48.8850427754577","2.3000976579752"
"48.8846104843891","2.32370942099887"
"48.8848165037791","2.30898713489691"
"48.8858498595574","2.29296513409748"
"48.875907327314","2.29247331203133"
"48.8846309271433","2.31889188491545"
"48.8846228878817","2.32366808381788"
"48.8803281119571","2.29337828469908"
"48.8868231972293","2.31513495533367"
"48.8850779252286","2.31853796274989"
"48.8962545123004","2.31722841898684"
"48.8884381850754","2.3130106220152"
"48.8930814371374","2.32097465024825"
"48.8848542112244","2.31821215239429"
"48.8833240427837","2.28570546326455"
"48.8796751783005","2.28211413582492"
"48.8860733575513","2.31787081377236"
"48.8834843060591","2.31808755505677"
"48.8850639467067","2.32376893859651"
"48.886413848025","2.31056154753381"
"48.8811223128202","2.2898403723909"
"48.8935042674796","2.3154087938358"
"48.8855144127491","2.30608118789091"
"48.8838568123167","2.31572072512576"
"48.8940768768593","2.32478607011252"
"48.8765762844813","2.29329571838395"
"48.8903273723898","2.31745034576237"
"48.8828461158833","2.31693839336854"
"48.8819352015156","2.31595109892966"
"48.8924407881539","2.32648771396116"
"48.888996477968","2.31833164101997"
"48.8819531336938","2.31513263564276"
"48.8848892067884","2.32621210070913"
"48.8863004593997","2.31784744214706"
"48.8936427436298","2.32334498972022"
"48.8772569751129","2.29146171657024"
"48.8781846868187","2.29530387667994"
"48.8798225832473","2.29243800611228"
"48.8827164568247","2.29557818117752"
"48.8818918818406","2.29122615586122"
"48.8793766914041","2.30079374395453"
"48.8947265475935","2.32181193744505"
"48.8845747885788","2.29253110811288"
"48.8771212915256","2.29440964374773"
"48.8829544297255","2.28994308442039"
"48.8822102609744","2.28740856102669"
"48.8856417835974","2.31681511010152"
"48.892417315751","2.32310517759339"
"48.8874061431629","2.31243774021005"
"48.886388035958","2.31998571141618"
"48.8954470610057","2.32121076873799"
"48.8822016533709","2.31749582039298"
"48.8803203317617","2.2992470602568"
"48.8906403856677","2.31631187861101"
"48.8784938530465","2.28811101734147"
"48.8805382294292","2.29335454431288"
"48.8869245685135","2.29203707553022"
"48.8786699706311","2.29712297027448"
"48.8885897432829","2.30546712424964"
"48.8886644848901","2.32081455692021"
"48.8826839096854","2.29491420523185"
"48.8842851054161","2.31454764416794"
"48.8904061955391","2.32342336449293"
"48.8902582389115","2.31799759016297"
"48.8897412013751","2.32500892854642"
"48.8838166505113","2.31313781870654"
"48.8775475179246","2.29170511081786"
"48.8817694981443","2.31502807913935"
"48.8805149846408","2.29136086119997"
"48.8826671210429","2.31847282427748"
"48.8804050045092","2.28970215797988"
"48.8872235828373","2.30796812972325"
"48.8884566203072","2.31387368836508"
"48.8826534491168","2.31693816978388"
"48.8840954035412","2.31513885176211"
"48.8825886506113","2.30261607122161"
"48.8889501691207","2.32593665051763"
"48.8842858469624","2.32563801819929"
"48.8870728022479","2.29886705414843"
"48.8855109176276","2.32459469520971"
"48.8982976645077","2.32829051385632"
"48.8853947691454","2.31369926060362"
"48.8855690390039","2.32185214692135"
"48.8775625272493","2.29152381651115"
"48.8855077694669","2.31501215856439"
"48.8806488592423","2.29460888488507"
"48.8759845741236","2.29229389155938"
"48.8851603167138","2.31225488677177"
"48.8860335857168","2.29321493218365"
"48.8834548039696","2.31891780215424"
"48.8851276902309","2.29880135236314"
"48.8951189658539","2.31252552158826"
"48.8863484087261","2.32198091048968"
