,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
85,4136935,13061742,Entire home/apt,,,20,5.0,3,2.0,2.0,200.0,2.0,34.105408,-116.318119,2016-05-27 02:13:22.458955
86,4144802,891576,Entire home/apt,,,4,5.0,4,1.0,1.0,220.0,2.0,34.096525,-116.312675,2016-05-27 02:18:12.715939
87,4144985,891576,Entire home/apt,,,7,5.0,7,2.0,1.0,248.0,2.0,34.100329,-116.310993,2016-05-27 02:12:00.465693
88,4215222,50072,Entire home/apt,,,1,,4,1.0,2.0,250.0,7.0,34.104105,-116.307754,2016-05-27 02:23:08.110128
89,4332481,999806,Entire home/apt,,,11,5.0,6,3.0,2.0,320.0,3.0,34.126976,-116.324553,2016-05-27 02:20:48.467727
90,4423239,2909032,Entire home/apt,,,26,4.5,6,2.0,1.0,75.0,2.0,34.14542,-116.31618,2016-05-27 02:17:47.257650
91,4436872,12869620,Entire home/apt,,,97,4.5,4,2.0,1.0,95.0,1.0,34.158491,-116.370264,2016-05-27 02:14:13.432320
92,4453608,6876027,Entire home/apt,,,2,,4,2.0,1.0,179.0,3.0,34.107778,-116.319514,2016-05-27 02:15:25.722179
93,4500375,23340512,Entire home/apt,,,3,5.0,3,2.0,1.0,50.0,1.0,34.140313,-116.315937,2016-05-27 02:25:46.881434
94,4504195,14651807,Entire home/apt,,,120,5.0,2,1.0,1.0,125.0,2.0,34.094606,-116.306814,2016-05-27 02:25:38.847487
95,4557984,891576,Entire home/apt,,,2,,6,2.0,2.0,248.0,2.0,34.1151,-116.315642,2016-05-27 02:17:09.465599
96,4658786,24109517,Entire home/apt,,,21,4.5,2,0.0,1.0,100.0,1.0,34.135546,-116.314379,2016-05-27 02:14:24.929663
97,4705551,104046,Entire home/apt,,,35,5.0,12,4.0,3.0,300.0,1.0,34.117143,-116.319594,2016-05-27 02:14:10.403014
98,4803833,24748160,Private room,,,8,5.0,3,1.0,0.0,90.0,1.0,34.097593,-116.316587,2016-05-27 02:24:09.389559
99,4872511,24679602,Entire home/apt,,,55,5.0,6,2.0,,158.0,2.0,34.141378,-116.315179,2016-05-27 02:16:08.507246
100,4936417,24953463,Entire home/apt,,,45,5.0,15,3.0,2.0,99.0,2.0,34.119663,-116.318177,2016-05-27 02:16:25.090234
101,5186355,26821063,Entire home/apt,,,16,4.5,6,3.0,,345.0,2.0,34.109234,-116.331192,2016-05-27 02:18:59.672816
102,5242756,24748160,Private room,,,14,5.0,6,1.0,0.0,45.0,1.0,34.099201,-116.31494,2016-05-27 02:16:47.655757
103,5242811,24748160,Private room,,,15,5.0,4,1.0,0.0,45.0,1.0,34.098758,-116.315864,2016-05-27 02:15:59.162841
104,5268375,1674280,Private room,,,13,5.0,16,1.0,1.0,30.0,1.0,34.15004,-116.325617,2016-05-27 02:19:44.529646
105,5268510,24953463,Entire home/apt,,,45,5.0,9,3.0,2.0,99.0,2.0,34.119411,-116.31966,2016-05-27 02:19:34.721647
106,5298833,27446979,Entire home/apt,,,5,5.0,2,1.0,1.0,155.0,2.0,34.144713,-116.319109,2016-05-27 02:21:54.569780
107,5324681,1674280,Private room,,,6,4.5,16,1.0,1.0,30.0,1.0,34.148702,-116.325353,2016-05-27 02:25:17.133496
108,5333171,1318234,Entire home/apt,,,43,4.5,6,2.0,1.0,150.0,1.0,34.130174,-116.311405,2016-05-27 02:21:20.910796
109,5348014,27718038,Private room,,,62,5.0,2,1.0,1.0,65.0,1.0,34.128556,-116.317006,2016-05-27 02:14:56.941426
110,5402106,28002714,Private room,,,60,4.5,2,1.0,,42.0,1.0,34.109191,-116.328585,2016-05-27 02:11:08.178016
111,5464332,5026860,Private room,,,102,5.0,2,1.0,1.0,50.0,1.0,34.120961,-116.327531,2016-05-27 02:14:42.592585
112,5521657,28634831,Private room,,,14,4.5,2,1.0,1.0,60.0,1.0,34.112042,-116.332556,2016-05-27 02:19:25.094359
113,5613093,11037193,Private room,,,12,5.0,2,1.0,1.0,75.0,1.0,34.12127,-116.316281,2016-05-27 02:19:17.247678
114,5683952,19742593,Entire home/apt,,,3,4.5,16,3.0,1.0,200.0,2.0,34.235761,-116.435917,2016-05-27 02:22:09.011516
115,5694878,5026860,Private room,,,156,5.0,2,1.0,1.0,50.0,1.0,34.120832,-116.325853,2016-05-27 02:17:50.857622
116,5875205,30510176,Shared room,,,0,,8,1.0,,800.0,1.0,33.842666,-116.463273,2016-05-27 02:24:48.245462
117,5884868,29066297,Entire home/apt,,,12,4.5,6,3.0,,150.0,2.0,34.132138,-116.319212,2016-05-27 02:12:06.673860
118,6055971,31429508,Entire home/apt,,,30,5.0,8,3.0,3.0,275.0,2.0,34.163019,-116.35192,2016-05-27 02:19:41.430500
119,6118118,31742468,Entire home/apt,,,12,5.0,6,2.0,1.0,120.0,2.0,34.120512,-116.350994,2016-05-27 02:13:13.501660
120,6185726,32083992,Private room,,,17,5.0,2,1.0,1.0,55.0,1.0,34.129043,-116.319146,2016-05-27 02:21:18.121442
121,6200021,32152753,Entire home/apt,,,34,5.0,4,2.0,1.0,125.0,1.0,34.12637,-116.314656,2016-05-27 02:13:10.280065
