id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
610246,Appartment in the heart the Bcn,3025859,Juan Antonio,Eixample,l'Antiga Esquerra de l'Eixample,41.3862670243033,2.158771777491796,Entire home/apt,140,2,37,2016-10-30,0.74,1,355
6770569,Centric Apartment Picasso,5021580,Francisco,Eixample,l'Antiga Esquerra de l'Eixample,41.39290630060043,2.1469164222031787,Entire home/apt,120,1,7,2016-08-20,0.41,21,147
4935548,Eixample Center DELUXE 4 B,1310304,Lluís,Eixample,l'Antiga Esquerra de l'Eixample,41.38323190498801,2.157860370490253,Entire home/apt,155,3,8,2016-10-31,0.46,41,361
11194196,"White room, with prívat bathroom",15705357,Alexia,Eixample,l'Antiga Esquerra de l'Eixample,41.39138291864382,2.154113807598741,Private room,42,1,67,2016-11-16,7.03,6,351
4935539,Eixample Center DELUXE 3 B,1310304,Lluís,Eixample,l'Antiga Esquerra de l'Eixample,41.383803597364206,2.157201110270983,Entire home/apt,135,3,12,2016-11-03,0.76,41,357
2706556,LUXURY TERRACE UP TO 11,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.38522936362399,2.160012760423235,Entire home/apt,280,3,11,2016-06-20,0.38,32,321
10833023,Hab. privada con cama doble,56097152,Valeria,Eixample,l'Antiga Esquerra de l'Eixample,41.386622674804464,2.1600584516754466,Private room,20,1,0,,,1,341
4508316,COZY RAMBLA CATALUÑA HUTB-001410   ,23377306,Celia,Eixample,l'Antiga Esquerra de l'Eixample,41.389126975431175,2.1583615483924046,Entire home/apt,265,2,45,2016-11-13,2.08,4,225
13749586,Calm Private DoubleRoom BCN♤City,73990201,Cristina & Massi,Eixample,l'Antiga Esquerra de l'Eixample,41.38820101222814,2.158391320760835,Private room,40,2,19,2016-10-27,3.80,1,62
543342,Gran Vía Apartment Catalunya square,177617,Joaquin,Eixample,l'Antiga Esquerra de l'Eixample,41.38384934793511,2.160326981117447,Entire home/apt,115,3,63,2016-10-18,1.16,5,318
3984001,"Cozy studio, City Center, WiFi",10547296,María & Oscar,Eixample,l'Antiga Esquerra de l'Eixample,41.39323489299089,2.153909723209028,Entire home/apt,59,2,24,2016-11-11,0.93,14,341
1296977,"Very central design apartment, Bcn",7051599,Corinne,Eixample,l'Antiga Esquerra de l'Eixample,41.39014102940257,2.1571675626076763,Entire home/apt,89,2,57,2016-11-01,1.42,1,341
16196278,Spectacular doble Room in centerBCN,30215226,You House In BCN,Eixample,l'Antiga Esquerra de l'Eixample,41.38433463187124,2.155864325674038,Private room,10,1,0,,,1,365
6376013,DOUBLE SOFA - BED IN L'EIXAMPLE,32665441,Montserrat,Eixample,l'Antiga Esquerra de l'Eixample,41.38964755127529,2.156021761590165,Shared room,40,5,0,,,3,0
9194046,Cozy double bedroom in Barcelona,47829165,Rebecca,Eixample,l'Antiga Esquerra de l'Eixample,41.38971803377687,2.149556279812193,Private room,39,2,10,2016-08-15,0.77,1,255
937501,Private Room with Balcony - 2 Beds,5060686,Mariano,Eixample,l'Antiga Esquerra de l'Eixample,41.38446035381575,2.1588290251267614,Private room,38,2,18,2016-10-26,0.47,4,353
13988952,Room in Atico 8,72995572,Henry,Eixample,l'Antiga Esquerra de l'Eixample,41.393629646938074,2.1481369780911286,Private room,25,1,1,2016-08-17,0.26,13,365
1232290,Unique and sunny apartment in central BCN!,134897,Adrian,Eixample,l'Antiga Esquerra de l'Eixample,41.38479919332883,2.161144699721898,Private room,80,1,3,2016-06-23,0.17,1,336
2117004,"ECLECTIC FLAT ""Quadrat d´Or"" HUTB007943",2509252,Montaber,Eixample,l'Antiga Esquerra de l'Eixample,41.39452722698741,2.153249790620549,Entire home/apt,99,2,35,2016-10-04,1.10,17,273
937331,Downtown 15min.walking Pl.Catalunya,5036026,Lola,Eixample,l'Antiga Esquerra de l'Eixample,41.39357948182505,2.15461619388214,Entire home/apt,97,2,53,2016-11-20,2.02,1,205
13584925,Habitación en el corazón de BCN,6749681,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.392732200417775,2.147599845280956,Shared room,50,1,1,2016-06-26,0.18,2,341
2869712,BCN centric apartamento modernista ,14667827,Rosa,Eixample,l'Antiga Esquerra de l'Eixample,41.38652882715792,2.1580113944324815,Entire home/apt,150,7,0,,,1,0
5065082,Habitación piso bonito y centrico B,7019831,Imma,Eixample,l'Antiga Esquerra de l'Eixample,41.38813720498464,2.1517108176074617,Private room,28,2,39,2016-10-31,1.83,2,331
805813,room with terrace and great views,1306993,Patricia,Eixample,l'Antiga Esquerra de l'Eixample,41.382630857545905,2.158949550691198,Private room,59,3,33,2016-06-09,0.69,12,365
10013476,Cozy Apartment at Eixample!,41820032,Cool Apartment,Eixample,l'Antiga Esquerra de l'Eixample,41.38851215314214,2.1561271071946115,Entire home/apt,45,2,8,2016-10-16,0.89,7,135
13097968,Habitacion Exterior con baño privado (6),16994230,Daria,Eixample,l'Antiga Esquerra de l'Eixample,41.393129363139174,2.1493717228080462,Private room,120,1,1,2016-08-05,0.24,11,365
7751981,Elegant and classy. 5 double br!,40676061,Simone Y Georgina,Eixample,l'Antiga Esquerra de l'Eixample,41.387643546818914,2.154977326238317,Entire home/apt,250,3,11,2016-11-14,0.81,12,3
3000464,City center apartment in Barcelona,71615,Mireia And Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.385874351499,2.160729125734125,Entire home/apt,105,3,10,2016-10-15,0.33,30,339
7780048,Habitación en Eixample de Barcelona,3040421,Marcelo,Eixample,l'Antiga Esquerra de l'Eixample,41.38992813596872,2.1577055409508428,Private room,30,1,31,2016-11-20,2.05,2,346
7194705,Cozy Villaroel,1391607,Greg,Eixample,l'Antiga Esquerra de l'Eixample,41.38746438122635,2.1550285343884754,Entire home/apt,115,3,3,2016-11-11,1.25,52,284
13977647,Very nice apartment in the heart of Barcelona,15207715,Francesca,Eixample,l'Antiga Esquerra de l'Eixample,41.38532373180679,2.156759911493596,Entire home/apt,110,4,1,2016-08-18,0.27,1,0
4934661,Eixample Center DELUXE LOFT,1310304,Lluís,Eixample,l'Antiga Esquerra de l'Eixample,41.384654864109116,2.157369206243668,Entire home/apt,155,3,1,2015-08-31,0.06,41,269
9621638,Centric eixample Aribau,27159185,Rubén,Eixample,l'Antiga Esquerra de l'Eixample,41.39057360513008,2.1543078210237443,Entire home/apt,78,3,3,2016-05-03,0.26,13,349
6704715,Live in the Best Street in the city,19645224,Miguel,Eixample,l'Antiga Esquerra de l'Eixample,41.39414795653836,2.1534435492287813,Entire home/apt,90,2,13,2015-09-27,0.76,1,0
1712975,Enjoy the real Barcelona ,9034531,Claudia,Eixample,l'Antiga Esquerra de l'Eixample,41.388980941111114,2.1567403848926454,Private room,55,2,0,,,1,365
6343786,Bedroom in sunny flat with terrace,33036576,Julien,Eixample,l'Antiga Esquerra de l'Eixample,41.3849620336526,2.154945805236059,Private room,40,2,9,2016-07-15,0.47,1,0
3755004,Beautiful flat at Eixample's heart,16117195,Borja,Eixample,l'Antiga Esquerra de l'Eixample,41.38513602869548,2.1550139332125244,Entire home/apt,70,1,2,2015-09-03,0.12,1,0
16271247,COZY 2 BR APARTMENT,86648759,Juan,Eixample,l'Antiga Esquerra de l'Eixample,41.39104476733104,2.1491318558620836,Entire home/apt,120,5,0,,,1,15
1361784,Nice Bedroom terrace _ BCN CENTER,7392821,Teddy,Eixample,l'Antiga Esquerra de l'Eixample,41.390292378972134,2.1569588045534913,Private room,29,2,16,2016-10-29,0.39,2,32
806976,nice flat to rent,1607769,Chris,Eixample,l'Antiga Esquerra de l'Eixample,41.384071276242416,2.156193584757513,Entire home/apt,60,2,19,2016-10-19,0.68,1,120
4770032,Habitación en piso modernista amplio y precioso,24607161,Sara,Eixample,l'Antiga Esquerra de l'Eixample,41.39044114275134,2.158095481515604,Private room,20,7,2,2016-09-02,0.54,1,0
2433397,Luxury Casanova,7053689,Lana & Alain,Eixample,l'Antiga Esquerra de l'Eixample,41.38543518289282,2.1590955625394153,Entire home/apt,149,3,50,2016-12-05,1.52,28,305
6431005,One Bedroom Apartment - DECO,11301631,Decimonónico,Eixample,l'Antiga Esquerra de l'Eixample,41.39449975133225,2.1533292097854106,Entire home/apt,140,1,0,,,22,0
7521910,#APARTMENT #BARCELONA #CENTER,18390137,Emilia,Eixample,l'Antiga Esquerra de l'Eixample,41.39445590947057,2.1558813266132493,Entire home/apt,75,2,30,2016-10-13,1.85,1,357
14435940,"Spacious in Eixample, balcony, 4 bedrooms for 8",1275637,Oxis Immo,Eixample,l'Antiga Esquerra de l'Eixample,41.39010218882783,2.148128838501005,Entire home/apt,300,3,3,2016-10-24,1.03,35,0
15615547,Beautiful double room Example,36117949,Elena,Eixample,l'Antiga Esquerra de l'Eixample,41.38541649061,2.155650966726479,Private room,47,1,0,,,3,86
15353388,Habitación acogedora en Eixample,97120349,Sonia,Eixample,l'Antiga Esquerra de l'Eixample,41.39011564919492,2.152050977220493,Shared room,33,1,5,2016-11-22,2.38,1,335
10962433,ATICO CENTRICO UNIVERSITAT,10116421,Juanjo,Eixample,l'Antiga Esquerra de l'Eixample,41.385145605066825,2.1616838002247127,Entire home/apt,110,3,20,2016-10-09,2.08,3,10
7397633,Elegant Penthouse with terrace,11138605,Bruno,Eixample,l'Antiga Esquerra de l'Eixample,41.389334718793314,2.1583493256080235,Entire home/apt,200,3,7,2016-10-15,0.44,2,354
1957157,Apartamento Romantico,10116421,Juanjo,Eixample,l'Antiga Esquerra de l'Eixample,41.39042902783839,2.1611905295498754,Entire home/apt,120,1,63,2016-12-05,2.52,3,334
4015265,Lovely attic with great terrace,20817587,Jesus,Eixample,l'Antiga Esquerra de l'Eixample,41.38528489139644,2.155705910834018,Entire home/apt,80,1,62,2016-11-13,2.27,1,357
1098894,Biggest luxury apartment Eixample,4226509,Eva,Eixample,l'Antiga Esquerra de l'Eixample,41.38936400815522,2.158691588693157,Entire home/apt,360,4,39,2016-11-03,0.90,2,249
7161550,Wifi sunny and wifi... in the city centre.,1391728,Mano,Eixample,l'Antiga Esquerra de l'Eixample,41.38605124698034,2.158359125164369,Private room,59,1,15,2016-09-13,0.94,5,365
11290289,Fabulous apt near Passeig de Gracia,35018018,Alex,Eixample,l'Antiga Esquerra de l'Eixample,41.389751598535,2.1592660563829917,Entire home/apt,168,2,37,2016-12-07,4.02,1,168
3097665,"Apt for 4 people, plaza Catalunya",10380563,Tendency,Eixample,l'Antiga Esquerra de l'Eixample,41.38690533808398,2.161612800959501,Entire home/apt,110,3,0,,,42,321
3097541,Apt for 4 people. Plaza Catalunya,10380563,Tendency,Eixample,l'Antiga Esquerra de l'Eixample,41.38708542689655,2.160601704353092,Entire home/apt,110,3,0,,,42,329
15829827,Habitación doble en piso céntrico y tranquilo,102493774,Oliver,Eixample,l'Antiga Esquerra de l'Eixample,41.3898754922001,2.150544941358877,Private room,40,1,0,,,1,354
9519981,ELEGANT CITY CENTER APART - 1402,5729069,Rosa,Eixample,l'Antiga Esquerra de l'Eixample,41.392481605446946,2.157973266810916,Entire home/apt,335,3,1,2016-10-24,0.65,25,356
12869865,Excellent double room in Example,49688102,Elvis,Eixample,l'Antiga Esquerra de l'Eixample,41.38854150572869,2.1570804369058894,Private room,29,31,5,2016-11-01,0.70,2,310
804105,Centre! Spacious comfortable room.,1716167,Hannah,Eixample,l'Antiga Esquerra de l'Eixample,41.38755062773346,2.1612015228586774,Private room,37,1,125,2016-11-26,2.63,2,170
4912693,Double room plz. Cataluña,17704687,Vince,Eixample,l'Antiga Esquerra de l'Eixample,41.3859871392269,2.1622030171857896,Private room,60,1,0,,,1,0
1655615,Centric gorgeous Apartment for rent,8777357,Carlos,Eixample,l'Antiga Esquerra de l'Eixample,41.39107855340824,2.15907014573568,Entire home/apt,90,3,4,2016-01-24,0.11,1,20
3097333,Apt for 6 near Plaza Catalunya,10380563,Tendency,Eixample,l'Antiga Esquerra de l'Eixample,41.38622241591409,2.160581598288927,Entire home/apt,152,3,3,2016-10-10,0.38,42,10
443110,New apartment center BCN ,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38850581452696,2.152727849429562,Entire home/apt,250,3,36,2015-07-11,0.65,15,364
2048754,Central Duplex Penthouse ,10380563,Tendency,Eixample,l'Antiga Esquerra de l'Eixample,41.39114876203973,2.1573014489468334,Entire home/apt,140,3,4,2016-07-17,0.26,42,0
967346,"Executive cataluña 6 , 5 bedrooms",5170597,SamFlat,Eixample,l'Antiga Esquerra de l'Eixample,41.38556118484053,2.1622909722294157,Entire home/apt,300,3,33,2016-11-20,0.83,5,342
16204474,Habitacion2 Vacaciones2 Business2 Barcelona!!!!,13638491,José,Eixample,l'Antiga Esquerra de l'Eixample,41.38662620487352,2.1568431330117366,Private room,30,1,1,2016-12-08,1,3,350
2373057,Elegant and central apartment,12122822,Angeles,Eixample,l'Antiga Esquerra de l'Eixample,41.38689415654165,2.1530897640876674,Entire home/apt,80,2,85,2016-11-27,2.51,1,270
3097242,Apt for 4 people near Pl Catalunya,10380563,Tendency,Eixample,l'Antiga Esquerra de l'Eixample,41.38704502824247,2.1619139924153257,Entire home/apt,110,3,0,,,42,337
15123081,"Av. Diagonal, 594 (5.2) Luxury Apartment -Praedium",63384340,Juan Carlos,Eixample,l'Antiga Esquerra de l'Eixample,41.39311749062408,2.146496824362453,Entire home/apt,250,4,0,,,3,69
12272217,CLASSIC CASANOVA,65948935,Los MOnstruos,Eixample,l'Antiga Esquerra de l'Eixample,41.38387556904564,2.1596003837305178,Private room,50,1,0,,,1,364
2001671,Bright and lovely double room,5559536,Ivy & Javi,Eixample,l'Antiga Esquerra de l'Eixample,41.38594573324147,2.161224119046391,Private room,30,2,23,2016-10-19,1.44,4,223
5718505,DIAMOND PENTHOUSE -- SEA VIEWS,29648516,Esther,Eixample,l'Antiga Esquerra de l'Eixample,41.38638872912875,2.1625573652779693,Entire home/apt,59,1,50,2016-11-10,2.53,2,341
3097044,Penthouse with terrace / Pl Cat,10380563,Tendency,Eixample,l'Antiga Esquerra de l'Eixample,41.38670641837272,2.1602076741646985,Entire home/apt,168,3,9,2016-09-01,0.38,42,348
13517114,Dreamy&Sunny Penthouse Duplex 5min to La Pedrera,902253,Jordi,Eixample,l'Antiga Esquerra de l'Eixample,41.39224221480589,2.158046720860192,Entire home/apt,150,1,15,2016-10-20,3.02,3,152
13681462,Piso entero en el centro de BCN,6749681,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.39332480946035,2.147693315383641,Entire home/apt,180,1,0,,,2,361
802553,Ensuite Double w Terrace ZOO ROOMS,3972387,Stephen,Eixample,l'Antiga Esquerra de l'Eixample,41.3901746408326,2.1569999954141994,Private room,95,1,1,2015-06-20,0.06,2,365
3915633,Double Room in BCN city center!,20279720,Daniel,Eixample,l'Antiga Esquerra de l'Eixample,41.389492754118564,2.1544607030171026,Private room,29,1,65,2016-11-27,2.79,1,158
5062420,"Doublebed-room,private bath+balcony",7742948,Friedrich,Eixample,l'Antiga Esquerra de l'Eixample,41.38678081878772,2.155519441239313,Private room,20,5,0,,,1,0
15811110,Near paseo de Gracia!,90015189,Lu,Eixample,l'Antiga Esquerra de l'Eixample,41.390721843413175,2.155634982892276,Private room,45,1,0,,,1,86
5128707,Elegant & chic in gold mile,26513095,Rosa Y Manuel,Eixample,l'Antiga Esquerra de l'Eixample,41.38948039725583,2.1609966625166113,Entire home/apt,100,2,14,2016-10-04,0.63,1,353
16171522,Cosy Room in Urgell,3185203,Glory & Pedro,Eixample,l'Antiga Esquerra de l'Eixample,41.38438296540267,2.1573964437215465,Private room,19,2,0,,,1,80
15187686,Habitación en excelente ubicación,80436834,Andrea Y Carlos,Eixample,l'Antiga Esquerra de l'Eixample,41.39124736725862,2.144952554973478,Private room,30,1,12,2016-11-14,4.86,1,364
14040381,Eixample Barcelona Citycenter,84125915,Vitalina,Eixample,l'Antiga Esquerra de l'Eixample,41.385648932125214,2.1602607117826076,Entire home/apt,49,3,1,2016-11-30,1,1,334
2441350,Penthouse Near Rambla Catalunya,7193270,Marta,Eixample,l'Antiga Esquerra de l'Eixample,41.39099008333259,2.154920660958391,Entire home/apt,130,3,53,2016-09-18,1.65,1,323
901211,Apt Granandos 4 in the center,4814875,Carles,Eixample,l'Antiga Esquerra de l'Eixample,41.38975571824752,2.158555596208239,Entire home/apt,100,4,63,2016-11-28,1.74,1,254
11747452,Royal Maison. 3 Bedrooms.AirCon.Wifi.Elevator.,4882324,Killian,Eixample,l'Antiga Esquerra de l'Eixample,41.386668991816165,2.161788572280699,Entire home/apt,130,3,5,2016-09-30,0.77,3,349
11692015,H HOSPITAL CLINICO,34964499,Catherine,Eixample,l'Antiga Esquerra de l'Eixample,41.39012874470409,2.151992593547568,Private room,52,3,0,,,9,365
6471655,Beautiful room in the heart of BCN.,30964698,Marina,Eixample,l'Antiga Esquerra de l'Eixample,41.39117877950072,2.1517823866954475,Private room,45,2,46,2016-11-29,2.73,1,71
8110015,Luxurious Stay in Barcelona,23018340,Jordi,Eixample,l'Antiga Esquerra de l'Eixample,41.383535506811135,2.158610865962136,Entire home/apt,189,2,75,2016-11-29,4.91,3,287
12664089,BIG FLAT FOR LARGE GROUPS IN BCN CENTER 2,7843388,Natalia,Eixample,l'Antiga Esquerra de l'Eixample,41.389182803069176,2.161940810081987,Entire home/apt,360,3,7,2016-11-20,1.62,3,191
2702309,Double bedroom w private livingroom,6036028,Africa,Eixample,l'Antiga Esquerra de l'Eixample,41.38567412573989,2.1584633158459527,Private room,39,3,12,2016-10-30,0.67,2,329
1719170,central location in the Eixample di,3962572,Magda,Eixample,l'Antiga Esquerra de l'Eixample,41.389378594891355,2.1560685963169464,Entire home/apt,70,4,68,2016-11-22,2.04,3,282
7912353,Nice and well located apartment,41721377,Wello Eixample,Eixample,l'Antiga Esquerra de l'Eixample,41.387512217281,2.1600361802413794,Entire home/apt,140,3,0,,,2,21
15417009,Comfy room with private bath right in the center!,75263559,(EMAIL HIDDEN),Eixample,l'Antiga Esquerra de l'Eixample,41.38484473599242,2.159269815822094,Private room,40,5,0,,,2,152
16268953,Feel Like Home in Barcelona Center,70710719,Heliana,Eixample,l'Antiga Esquerra de l'Eixample,41.389506228401785,2.1520349720052256,Private room,35,5,0,,,2,354
9387558,Nice room Barcelona center,41313817,Alba,Eixample,l'Antiga Esquerra de l'Eixample,41.38516731625919,2.159287449092769,Private room,25,4,2,2016-03-28,0.22,1,42
10205793,Nice Apartment near Paseo de Gracia,51676290,Pilar,Eixample,l'Antiga Esquerra de l'Eixample,41.39411360428567,2.156144184044752,Entire home/apt,120,1,20,2016-08-28,2.36,1,160
10876112,Penthause_New_Quite_Central_Terrace,11140301,Uri,Eixample,l'Antiga Esquerra de l'Eixample,41.38536336962628,2.158214133842944,Entire home/apt,385,6,0,,,1,0
7674436,Amplia habitación en Barcelona,3040421,Marcelo,Eixample,l'Antiga Esquerra de l'Eixample,41.39006844246019,2.1559269488841997,Private room,55,2,33,2016-12-03,2.03,2,356
903712,"Big  double room, with balcony",4831362,Keith,Eixample,l'Antiga Esquerra de l'Eixample,41.38497003672968,2.159196508185285,Private room,65,2,52,2016-11-07,1.14,1,312
14630062,"Spacious room in Eixample, close to city centre",30174372,Juan,Eixample,l'Antiga Esquerra de l'Eixample,41.387895324988456,2.1578163558079457,Private room,14,8,2,2016-09-22,0.72,1,91
7928639,FREE BREAKFAST! 4-Ppl Private Room,41706507,WOW! Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.393388310880155,2.1484008151847873,Private room,36,1,19,2016-10-31,1.46,6,20
13745234,Centrico y tranquilo,80490462,Claudia,Eixample,l'Antiga Esquerra de l'Eixample,41.384948497227654,2.160948756749386,Entire home/apt,70,1,4,2016-07-24,0.75,1,360
11287615,beautiful apartment in the center,38658072,Luca Samui,Eixample,l'Antiga Esquerra de l'Eixample,41.38309288626818,2.1587952935720325,Entire home/apt,69,2,34,2016-11-16,4.02,3,340
6371911,BRIGHT ROOM IN THE EIXAMPLE,32665441,Montserrat,Eixample,l'Antiga Esquerra de l'Eixample,41.39101409939486,2.1548107282197866,Private room,60,1,0,,,3,0
14399861,"""habitacion privada en pleno centro de barcelona 2",42133455,Cristian,Eixample,l'Antiga Esquerra de l'Eixample,41.392503407110844,2.155789134192731,Private room,48,3,2,2016-08-24,0.54,2,282
2537729,Nice and big Apart. Francesc Macia ,4603241,Manel,Eixample,l'Antiga Esquerra de l'Eixample,41.392566499963515,2.1454350475703112,Entire home/apt,140,2,32,2016-08-28,1.01,2,160
8075519,Central with pool 8 people - M41,39328627,Sara Vila,Eixample,l'Antiga Esquerra de l'Eixample,41.386561643448466,2.1641217255556664,Entire home/apt,320,3,9,2016-12-04,1.34,37,65
14792937,Fantastic Attic 2 bedrooms amazing views,75620994,Sabrina,Eixample,l'Antiga Esquerra de l'Eixample,41.39157076154519,2.1532306728554937,Entire home/apt,140,25,0,,,6,365
6078120,Room for rent in center,23102323,Rogerio,Eixample,l'Antiga Esquerra de l'Eixample,41.38719460547082,2.156146973784011,Private room,39,2,14,2016-08-27,0.72,1,341
11712721,Студия в сердце Барселоны,21726537,Nadi,Eixample,l'Antiga Esquerra de l'Eixample,41.3892503086431,2.160713381221677,Entire home/apt,70,1,7,2016-07-27,0.83,2,0
9903565,"Modernist, Centric & Terrace!",3052252,Guiu & Selene,Eixample,l'Antiga Esquerra de l'Eixample,41.38696999828816,2.1622998326460654,Private room,52,3,44,2016-10-05,4.41,2,175
14923468,3-BEDROOM NEAR GRACIA WITH TERRACE,8130906,Arina,Eixample,l'Antiga Esquerra de l'Eixample,41.39304106670647,2.1494923185752532,Entire home/apt,285,3,2,2016-10-09,0.86,32,350
2449156,COZY & FRIENDLY CENTER 4p Wi-Fi  ,6981124,María,Eixample,l'Antiga Esquerra de l'Eixample,41.390424027416366,2.1447434940631314,Entire home/apt,75,2,23,2016-10-26,0.72,5,355
7289374,The Central Flat,2320210,Leslie & Karina,Eixample,l'Antiga Esquerra de l'Eixample,41.39024025751966,2.1576776234992923,Entire home/apt,155,3,2,2016-06-21,0.21,41,339
3357211,Single room en pleno eixample,11455414,Cristina,Eixample,l'Antiga Esquerra de l'Eixample,41.39258597113391,2.1453716951484854,Private room,20,1,0,,,1,0
3219190,"Terrace, Paseo de Gracia!!!!!",4627509,Barbara,Eixample,l'Antiga Esquerra de l'Eixample,41.389044227554905,2.1624226174403334,Entire home/apt,60,3,116,2016-11-27,3.84,2,339
14105020,BED IN NICE DORMITORY CITY CENTER 4 PERSONS MIXT,41807465,Casa-Barcelo-Hostel,Eixample,l'Antiga Esquerra de l'Eixample,41.39129646489249,2.1532720124129865,Shared room,25,1,15,2016-12-02,3.75,12,362
3488156,50m2 + 30m2 terrace Charming Attic,3457997,Sandra,Eixample,l'Antiga Esquerra de l'Eixample,41.38648559617816,2.1604550904557067,Entire home/apt,79,1,69,2016-11-01,2.53,1,342
12732701,SUNNY AND BIG APARTMENT IN MONTJUIC,69007688,Segundo,Eixample,l'Antiga Esquerra de l'Eixample,41.39132160975117,2.15006839218089,Entire home/apt,80,1,40,2016-10-29,5.41,1,358
2373124,Stunning and sunny apartment,1722011,Shahar,Eixample,l'Antiga Esquerra de l'Eixample,41.39136974251705,2.159440655434222,Private room,45,3,29,2016-11-04,0.85,2,90
4535827,App. 100m² au Centre de Barcelone,23258207,Ali,Eixample,l'Antiga Esquerra de l'Eixample,41.38757795090195,2.158494574592875,Entire home/apt,340,1,2,2016-11-17,0.09,1,22
3776198,"Central, single, semi private bath.",19327835,Jean-Philippe,Eixample,l'Antiga Esquerra de l'Eixample,41.38805362926231,2.156962703496551,Private room,29,1,29,2016-11-11,1.34,3,342
15561742,Habitación doble en Eixample.,100209435,Laura,Eixample,l'Antiga Esquerra de l'Eixample,41.39309140116182,2.148680146633327,Private room,45,2,0,,,1,55
6397620,Wondrous Casanova,1391607,Greg,Eixample,l'Antiga Esquerra de l'Eixample,41.38521022323711,2.1597643143717367,Entire home/apt,154,3,11,2016-10-26,0.61,52,283
5289980,Cozy room in Barcelona center!!,3139820,Virginia,Eixample,l'Antiga Esquerra de l'Eixample,41.38783971117872,2.162213555851632,Private room,50,3,57,2016-10-23,2.65,2,360
14104582,BED IN DORMITORY CITY CENTER 6 PERS,41807465,Casa-Barcelo-Hostel,Eixample,l'Antiga Esquerra de l'Eixample,41.39115305711221,2.154370187608916,Shared room,22,1,3,2016-11-01,0.82,12,362
8075195,"Luxury Bcn center, 9pers,3 bath -Ta",39328627,Sara Vila,Eixample,l'Antiga Esquerra de l'Eixample,41.389225133520135,2.162506879515996,Entire home/apt,250,3,10,2016-11-27,1.40,37,59
14194509,Principal B&Bcn - Single room 7,9477332,Eduard,Eixample,l'Antiga Esquerra de l'Eixample,41.393715229033056,2.150198626815272,Private room,160,1,0,,,9,350
316878,Central Eixample. CASANOVA ELEGANCE,1310304,Lluís,Eixample,l'Antiga Esquerra de l'Eixample,41.38424422081086,2.1589602397852885,Entire home/apt,146,3,21,2016-11-13,0.40,41,292
7681202,Habitación,36695156,Helen,Eixample,l'Antiga Esquerra de l'Eixample,41.39250335523595,2.157348306526764,Private room,50,1,4,2015-09-28,0.25,1,0
2045063,SPECTACULAR Locale! - Casa Granada,10485472,Drew And Tamar,Eixample,l'Antiga Esquerra de l'Eixample,41.39277697718757,2.1543240923846247,Entire home/apt,175,3,82,2016-11-27,2.52,1,242
13776036,"Comfortable double room, big calm and clean floor,",80862839,Jose Gregorio,Eixample,l'Antiga Esquerra de l'Eixample,41.38882094422692,2.1597139729605037,Private room,40,1,8,2016-10-24,1.71,2,364
14464072,Cool Flat on City Center (Eixample),29703556,Marc,Eixample,l'Antiga Esquerra de l'Eixample,41.38774812505552,2.1610272250009706,Entire home/apt,220,6,1,2016-09-22,0.38,2,11
1116340,Design Room near Passeig de Gracia,1542784,Salim Samuel,Eixample,l'Antiga Esquerra de l'Eixample,41.39117114986101,2.1588275006124977,Private room,69,1,5,2016-07-17,0.17,1,341
15285638,SUNOTEL JUNIOR,85138877,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.390893752472536,2.146848168263029,Private room,210,3,0,,,6,363
8991764,"SINGLE ROOM, CLEAN&WIDE, CITYCENTER",30058325,Edmile,Eixample,l'Antiga Esquerra de l'Eixample,41.39129621626291,2.1469174289522766,Private room,35,2,5,2016-01-02,0.37,2,365
2439285,Great roof-top with a Terrace,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38675535456305,2.153434104971611,Entire home/apt,399,3,8,2016-07-31,0.25,15,365
8631929,pb3 WITH TERRACE QUIET & HAPPY FLAT,1447144,Jaesse,Eixample,l'Antiga Esquerra de l'Eixample,41.38870126317993,2.150632950697246,Entire home/apt,55,1,3,2016-02-11,0.24,42,365
4445542,"CITY CENTER, NICE&CLEAN COSY ROOM",23071733,Vicent,Eixample,l'Antiga Esquerra de l'Eixample,41.38900610048061,2.1532837875328075,Private room,17,2,2,2016-01-02,0.15,2,40
9554097,CozyRoom in the craft beer district,13153811,Noëlle,Eixample,l'Antiga Esquerra de l'Eixample,41.38659697747373,2.1598666975837313,Private room,37,1,12,2016-11-23,1.49,1,123
3027670,muntaner modernista 125 mt2,12115133,Daniel,Eixample,l'Antiga Esquerra de l'Eixample,41.39348279152717,2.150558800452471,Entire home/apt,125,2,39,2016-11-06,1.60,1,294
4928180,Refurbished modernist flat,1872230,Raul,Eixample,l'Antiga Esquerra de l'Eixample,41.388605693063454,2.1550517010147394,Entire home/apt,70,5,7,2016-11-19,1.71,1,22
